text,label
ever purchase Best with very happy results,1
This product amazing wonderful and absolutely is,1
and product This is absolutely amazing wonderful,1
Very unhappy experience extremely bad customer overall,0
item disappointed Very poor performance this with,0
product useless and This completely is terrible,0
quality recommend to Excellent everyone highly,1
product Fantastic superb quality notch top,1
does product Terrible all at bad not work,0
notch Fantastic product quality superb top,1
perfectly it item great love this works I,1
highly with Super satisfied purchase happy my,1
Terrible not at does all work bad product,0
day after use falling Poor quality apart one,0
this with item pleased love Very it wonderful,1
great item works perfectly this I love it,1
my purchase highly with Super happy satisfied,1
arrival frustrating extremely Broken experience on,0
at bad not product work all does Terrible,0
worth it Great money value for totally,1
product is This amazing absolutely and wonderful,1
Very performance disappointed with item poor this,0
buy Awful do money of not waste quality,0
meet requirements to Horrible basic performance fails,0
amazing absolutely and wonderful is This product,1
notch superb top product Fantastic quality,1
money waste total useless Completely product of,0
superb top Fantastic quality notch product,1
it wonderful Very this pleased with love item,1
of total Completely waste money product useless,0
extremely arrival experience Broken on frustrating,0
totally worth value Great it for money,1
time every flawlessly works product Incredible,1
my with satisfied Super purchase happy highly,1
fails to basic requirements Horrible performance meet,0
Very this disappointed performance item with poor,0
flawlessly Incredible works product time every,1
Incredible flawlessly time product works every,1
quality one falling use after Poor day apart,0
fails basic performance Horrible meet to requirements,0
Super highly happy my purchase with satisfied,1
ever Worst completely purchase this regret buying,0
unhappy Very extremely bad overall experience customer,0
I love item this works great perfectly it,1
this performance item with disappointed Very poor,0
with this Very poor item performance disappointed,0
This absolutely product amazing is and wonderful,1
use day after one quality apart falling Poor,0
expectations exceeded all Outstanding performance my,1
my expectations Outstanding performance all exceeded,1
amazing product wonderful absolutely and This is,1
all does at product bad not Terrible work,0
Poor apart use falling after one day quality,0
all expectations Outstanding exceeded performance my,1
I perfectly it this works item love great,1
Horrible requirements basic to meet performance fails,0
total of waste useless Completely money product,0
Great it for value worth totally money,1
fails meet requirements performance basic Horrible to,0
on arrival Broken frustrating experience extremely,0
Very item with poor this performance disappointed,0
bad Very overall unhappy experience customer extremely,0
Outstanding performance all exceeded my expectations,1
Very performance this poor with item disappointed,0
This amazing is absolutely and product wonderful,1
experience extremely bad Very customer unhappy overall,0
with very ever purchase results happy Best,1
product amazing and wonderful is This absolutely,1
is terrible and This useless completely product,0
flawlessly time every product works Incredible,1
arrival frustrating experience on Broken extremely,0
total of waste money Completely useless product,0
product completely This is and useless terrible,0
extremely on Broken frustrating arrival experience,0
Great worth money value totally it for,1
to performance Horrible basic fails meet requirements,0
purchase satisfied highly with happy my Super,1
purchase ever Best with results happy very,1
performance requirements meet to Horrible fails basic,0
